,meter_x,variation,seed_word,prompt,response,line_txt,txt,meter_y,stress,score,num_viols,ambig
315,in meter,with a trochaic inversion,alpaca,write a line in meter including the word alpaca with a trochaic inversion,An alpaca bounds through valleys wild and free.,An alpaca bounds through valleys wild and free.,an.al PA ca BOUNDS through VAL leys WILD and FREE,--+-+-+-+-+,--+-+-+-+-+,1.0,1,2
316,in meter,with a trochaic inversion,hyena,write a line in meter including the word hyena with a trochaic inversion,Hyena prowls beneath the waning moon.,Hyena prowls beneath the waning moon.,hye N a PROWLS be NEATH the WA ning MOON,-+-+-+-+-+,-+-+-+-+-+,0,0,1
317,in meter,with a trochaic inversion,hyena,write a line in meter including the word hyena with a trochaic inversion,Hyena prowls beneath the waning moon.,Hyena prowls beneath the waning moon.,hye N a PROWLS be NEATH the WA ning MOON,-+-+-+-+-+,-+-+-+-+-+,0,0,1
318,in meter,with a trochaic inversion,chinchilla,write a line in meter including the word chinchilla with a trochaic inversion,"Upon the hill, the chinchilla softly scurries.","Upon the hill, the chinchilla softly scurries.",u PON the HILL THE chinc HIL la SOF tly SCUR ries,-+-++-+-+-+-,-+-+--+-+-+-,1.0,1,2
319,in meter,with a trochaic inversion,coyote,write a line in meter including the word coyote with a trochaic inversion,Coyote dances through the whispered night.,Coyote dances through the whispered night.,coy O te DAN ces THROUGH the WHIS pered NIGHT,-+-+-+-+-+,-+-+---+-+,1.0,1,1
320,in meter,with a trochaic inversion,gorilla,write a line in meter including the word gorilla with a trochaic inversion,Górilla strides through shádowy trees.,Górilla strides through shádowy trees.,gó RIL la STRIDES through SHÁ do.wy TREES,-+-+-+--+,-+-+-+--+,1.0,1,2
321,in meter,with a trochaic inversion,kangaroo,write a line in meter including the word kangaroo with a trochaic inversion,"Bounding strong, the kangaroo takes flight.","Bounding strong, the kangaroo takes flight.",BOUN ding STRONG the KAN ga ROO takes FLIGHT,+-+-+-+-+,+-+-+-+++,1.0,1,1
322,in meter,with a trochaic inversion,platypus,write a line in meter including the word platypus with a trochaic inversion,"Down the stream, the **platypus** drifts silent.","Down the stream, the **platypus** drifts silent.",down.the STREAM the PLA ty PUS drifts SI lent,--+-+-+-+-,--+-+-+++-,1.0,1,1
323,in meter,with a trochaic inversion,porcupine,write a line in meter including the word porcupine with a trochaic inversion,"Prickly porcupine, it prowls the forest.","Prickly porcupine, it prowls the forest.",PRIC kly POR cu PINE it PROWLS the FO rest,+-+-+-+-+-,+-+-+-+-+-,0,0,1
324,in meter,with a trochaic inversion,pangolin,write a line in meter including the word pangolin with a trochaic inversion,"Pangolin, the night unveils your armored grace.","Pangolin, the night unveils your armored grace.",PAN go LIN the NIGHT un VEILS your AR mored GRACE,+-+-+-+-+-+,+-+-+-+-+-+,0,0,1
325,in meter,with a trochaic inversion,ocelot,write a line in meter including the word ocelot with a trochaic inversion,"Ocelot, the shadows prowl.","Ocelot, the shadows prowl.",O ce LOT the SHA dows PROWL,+-+-+-+,+-+-+++,1.0,1,2
326,in meter,with a trochaic inversion,lemur,write a line in meter including the word lemur with a trochaic inversion,Bright-eyed lemur softly perches.,Bright-eyed lemur softly perches.,BRIGHT eyed LE mur SOF tly PERC hes,+-+-+-+-,+++-+-+-,1.0,1,1
327,in meter,with a trochaic inversion,lemming,write a line in meter including the word lemming with a trochaic inversion,"Lemming leaps with fearless fervor, plunging deep.","Lemming leaps with fearless fervor, plunging deep.",LEM ming LEAPS with FEAR less FER vor PLUN ging DEEP,+-+-+-+-+-+,+-+-+-+-+-+,0,0,1
328,in meter,with a trochaic inversion,otter,write a line in meter including the word otter with a trochaic inversion,An otter swims through waters dark.,An otter swims through waters dark.,an OT ter SWIMS through WA ters DARK,-+-+-+-+,-+-+-+-+,0,0,1
329,in meter,with a trochaic inversion,parrot,write a line in meter including the word parrot with a trochaic inversion,A parrot calls through jungle's breathless haze.,A parrot calls through jungle's breathless haze.,a PAR rot CALLS through JUN gle's BREAT hless HAZE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
330,in meter,with a trochaic inversion,squirrel,write a line in meter including the word squirrel with a trochaic inversion,"Through the trees, the squirrel scampers.","Through the trees, the squirrel scampers.",through.the TREES the SQUIR rel SCAMPERS,--+-+-+,--+-+-+,0,0,1
331,in meter,with a trochaic inversion after a caesura,bear,write a line in meter including the word bear with a trochaic inversion after a caesura,"Through the woods, I saw a bear // slowly pacing, bold and rare.","Through the woods, I saw a bear // slowly pacing, bold and rare.",through.the WOODS i SAW a BEAR.SLOW ly PA cing BOLD and RARE,--+-+-++-+-+-+,--+-+-++-+-+-+,1.0,1,3
332,in meter,with a trochaic inversion after a caesura,whale,write a line in meter including the word whale with a trochaic inversion after a caesura,The deep sea whispers; whale songs echo vast.,The deep sea whispers; whale songs echo vast.,the DEEP sea WHIS pers WHALE songs EC ho VAST,-+-+-+-+-+,-+++-+++-+,2.0,2,1
334,in meter,with a trochaic inversion after a caesura,cat,write a line in meter including the word cat with a trochaic inversion after a caesura,"Upon the mat, // the yawning cat will leap.","Upon the mat, // the yawning cat will leap.",u PON the MAT the YAW ning CAT will LEAP,-+-+-+-+-+,-+-+-+-+-+,0,0,1
335,in meter,with a trochaic inversion after a caesura,dog,write a line in meter including the word dog with a trochaic inversion after a caesura,The moonlight falls; // fierce dog bounds forth to prowl.,The moonlight falls; // fierce dog bounds forth to prowl.,the MOON light FALLS fierce DOG bounds FORTH to PROWL,-+-+-+-+-+,-+++++++-+,3.0,3,4
337,in meter,with a trochaic inversion after a caesura,gazelle,write a line in meter including the word gazelle with a trochaic inversion after a caesura,"Through the swirling sands, a gazelle leaps free;","Through the swirling sands, a gazelle leaps free;",through.the SWIR ling SANDS A ga ZELLE leaps FREE,--+-++-+-+,--+-+--+++,2.0,2,2
338,in meter,with a trochaic inversion after a caesura,baboon,write a line in meter including the word baboon with a trochaic inversion after a caesura,Beneath the moon; a baboon leaps wild in flight.,Beneath the moon; a baboon leaps wild in flight.,be NEATH the MOON A ba BOON leaps WILD in FLIGHT,-+-++-+-+-+,-+-+--+++-+,2.0,2,2
339,in meter,with a trochaic inversion after a caesura,raccoon,write a line in meter including the word raccoon with a trochaic inversion after a caesura,Beneath the moon; a sly raccoon did scurry.,Beneath the moon; a sly raccoon did scurry.,be NEATH the MOON a SLY rac COON did SCUR ry,-+-+-+-+-+-,-+-+-+-+-+-,0,0,1
340,in meter,with a trochaic inversion after a caesura,macaw,write a line in meter including the word macaw with a trochaic inversion after a caesura,"Beneath the sky, a vibrant macaw calls.","Beneath the sky, a vibrant macaw calls.",be NEATH the SKY a VI brant.ma CAW calls,-+-+-+--+-,-+-+-+--++,2.0,2,6
341,in meter,with a trochaic inversion after a caesura,alpaca,write a line in meter including the word alpaca with a trochaic inversion after a caesura,"Upon the hill, we paused; alpaca grazed.","Upon the hill, we paused; alpaca grazed.",u PON the HILL we PAUSED al PA ca GRAZED,-+-+-+-+-+,-+-+-+-+-+,0,0,1
342,in meter,with a trochaic inversion after a caesura,hyena,write a line in meter including the word hyena with a trochaic inversion after a caesura,"Beneath the moon's glow, the hyena prowls.","Beneath the moon's glow, the hyena prowls.",be NEATH the MOON'S glow THE hye N a PROWLS,-+-+-+-+-+,-+-++--+-+,2.0,2,4
344,in meter,with a trochaic inversion after a caesura,coyote,write a line in meter including the word coyote with a trochaic inversion after a caesura,The moonlight fades; coyote yelps enthrall.,The moonlight fades; coyote yelps enthrall.,the MOON light FADES coy O te YELPS ent HRALL,-+-+-+-+-+,-+++-+-+-+,1.0,1,2
345,in meter,with a trochaic inversion after a caesura,gorilla,write a line in meter including the word gorilla with a trochaic inversion after a caesura,"Beneath the moon, the **gorilla roars**, its shadow vast.","Beneath the moon, the **gorilla roars**, its shadow vast.",be NEATH the MOON THE go RIL la ROARS its SHA dow VAST,-+-++-+-+-+-+,-+-+--+-+-+-+,1.0,1,2
348,in meter,with a trochaic inversion after a caesura,porcupine,write a line in meter including the word porcupine with a trochaic inversion after a caesura,The woods grew still; // a porcupine did wander.,The woods grew still; // a porcupine did wander.,the WOODS grew STILL a POR cu PINE did WAN der,-+-+-+-+-+-,-+++-+-+-+-,1.0,1,1
349,in meter,with a trochaic inversion after a caesura,pangolin,write a line in meter including the word pangolin with a trochaic inversion after a caesura,"Beneath the moon, a pangolin did roam.","Beneath the moon, a pangolin did roam.",be NEATH the MOON a PAN go LIN did ROAM,-+-+-+-+-+,-+-+-+-+-+,0,0,1
350,in meter,with a trochaic inversion after a caesura,ocelot,write a line in meter including the word ocelot with a trochaic inversion after a caesura,"Through the jungle, swift she prowls; ocelot, fierce in shadow.","Through the jungle, swift she prowls; ocelot, fierce in shadow.",through.the JUN gle SWIFT she PROWLS O ce LOT FIERCE in SHA dow,--+-+-++-++-+-,--+-+-++-++-+-,0,0,2
352,in meter,with a trochaic inversion after a caesura,lemming,write a line in meter including the word lemming with a trochaic inversion after a caesura,"The cliffside calls, // lemming leaps to fate.","The cliffside calls, // lemming leaps to fate.",the CLIFF side CALLS LEM ming LEAPS to FATE,-+-++-+-+,-+-++-+-+,0,0,1
354,in meter,with a trochaic inversion after a caesura,parrot,write a line in meter including the word parrot with a trochaic inversion after a caesura,"Beneath the boughs, a parrot calls, but softly.","Beneath the boughs, a parrot calls, but softly.",be NEATH the BOUGHS a PAR rot CALLS but SOF tly,-+-+-+-+-+-,-+-+-+-+-+-,0,0,1
355,in meter,with a trochaic inversion after a caesura,squirrel,write a line in meter including the word squirrel with a trochaic inversion after a caesura,"Beneath the oak, the squirrel darts; // its shadow swift and fleeting.","Beneath the oak, the squirrel darts; // its shadow swift and fleeting.",be NEATH the OAK the SQUIR rel DARTS its SHA dow SWIFT and FLEE ting,-+-+-+-+-+-+-+-,-+-+-+-+-+-+-+-,0,0,1
356,in meter,with an inverted metrical foot,bear,write a line in meter including the word bear with an inverted metrical foot,Upon the snowy peak did bear ascend.,Upon the snowy peak did bear ascend.,u PON the SNO wy PEAK did BEAR as CEND,-+-+-+-+-+,-+-+-+-+-+,0,0,1
357,in meter,with an inverted metrical foot,whale,write a line in meter including the word whale with an inverted metrical foot,"Beneath the waves, the **whale** does glide unseen.","Beneath the waves, the **whale** does glide unseen.",be NEATH the WAVES the WHALE does GLIDE un SEEN,-+-+-+-+-+,-+-+-+-+-+,0,0,1
358,in meter,with an inverted metrical foot,sloth,write a line in meter including the word sloth with an inverted metrical foot,"Upon the branch, the sloth reclines in ease.","Upon the branch, the sloth reclines in ease.",u PON the BRANCH the SLOTH re CLINES in EASE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
359,in meter,with an inverted metrical foot,cat,write a line in meter including the word cat with an inverted metrical foot,"Upon the sill, the cat did prowl at dusk.","Upon the sill, the cat did prowl at dusk.",u PON the SILL the CAT did PROWL at DUSK,-+-+-+-+-+,-+-+-+-+-+,0,0,1
360,in meter,with an inverted metrical foot,dog,write a line in meter including the word dog with an inverted metrical foot,"Upon the path, the *dog* begins to stray.","Upon the path, the *dog* begins to stray.",u PON the PATH the DOG be GINS to STRAY,-+-+-+-+-+,-+-+-+-+-+,0,0,1
361,in meter,with an inverted metrical foot,giraffe,write a line in meter including the word giraffe with an inverted metrical foot,"Upon the plains, giraffe does gracefully roam.","Upon the plains, giraffe does gracefully roam.",u PON the PLAINS gi RAFFE does GRA ce.fully ROAM,-+-+-+-+--+,-+-+-+-+--+,1.0,1,3
362,in meter,with an inverted metrical foot,gazelle,write a line in meter including the word gazelle with an inverted metrical foot,"Upon the hill, a **gazelle** so fleet.","Upon the hill, a **gazelle** so fleet.",u PON the HILL A ga ZELLE so FLEET,-+-++-+-+,-+-+--+-+,1.0,1,2
363,in meter,with an inverted metrical foot,baboon,write a line in meter including the word baboon with an inverted metrical foot,"Upon the branch, a baboon leaps in play.","Upon the branch, a baboon leaps in play.",u PON the BRANCH A ba BOON.LEAPS in PLAY,-+-++-++-+,-+-+--++-+,2.0,2,4
364,in meter,with an inverted metrical foot,raccoon,write a line in meter including the word raccoon with an inverted metrical foot,"Amidst the night, the raccoon softly prowls.","Amidst the night, the raccoon softly prowls.",a MIDST the NIGHT THE rac COON.SOF tly PROWLS,-+-++-++-+,-+-+--++-+,2.0,2,4
365,in meter,with an inverted metrical foot,macaw,write a line in meter including the word macaw with an inverted metrical foot,A macaw's bright wings in twilight soar.,A macaw's bright wings in twilight soar.,a MA caw's BRIGHT.WINGS in TWI light SOAR,-+-++-+-+,-+-++-+++,2.0,2,4
366,in meter,with an inverted metrical foot,alpaca,write a line in meter including the word alpaca with an inverted metrical foot,An alpaca stands where soft winds waver near.,An alpaca stands where soft winds waver near.,an.al PA ca STANDS where SOFT winds WA ver NEAR,--+-+-+-+-+,--+-+-+++-+,2.0,2,2
367,in meter,with an inverted metrical foot,hyena,write a line in meter including the word hyena with an inverted metrical foot,"Upon the prowl, hyena stalks the night.","Upon the prowl, hyena stalks the night.",u PON the PROWL hye N a STALKS the NIGHT,-+-+-+-+-+,-+-+-+-+-+,0,0,1
368,in meter,with an inverted metrical foot,chinchilla,write a line in meter including the word chinchilla with an inverted metrical foot,"A chinchilla soft, its fur the light doth skim.","A chinchilla soft, its fur the light doth skim.",a.chinc HIL la SOFT its FUR the LIGHT doth SKIM,--+-+-+-+-+,--+-+-+-+-+,1.0,1,2
369,in meter,with an inverted metrical foot,coyote,write a line in meter including the word coyote with an inverted metrical foot,A coyote dashes 'cross the moonlit plain.,A coyote dashes 'cross the moonlit plain.,a COY ote DAS hes 'CROSS the MOON lit PLAIN,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
370,in meter,with an inverted metrical foot,gorilla,write a line in meter including the word gorilla with an inverted metrical foot,Amidst the jungle prowls the fierce gorílla.,Amidst the jungle prowls the fierce gorílla.,a MIDST the JUN gle PROWLS the FIERCE go RÍL la,-+-+-+-+-+-,-+-+-+-+-+-,0,0,1
371,in meter,with an inverted metrical foot,kangaroo,write a line in meter including the word kangaroo with an inverted metrical foot,"Upon the shore, a *kangaroo* did leap.","Upon the shore, a *kangaroo* did leap.",u PON the SHORE a KAN ga ROO did LEAP,-+-+-+-+-+,-+-+-+-+-+,0,0,1
372,in meter,with an inverted metrical foot,platypus,write a line in meter including the word platypus with an inverted metrical foot,A platypus beneath the moonlight swims.,A platypus beneath the moonlight swims.,a PLA ty PUS be NEATH the MOON light SWIMS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
373,in meter,with an inverted metrical foot,porcupine,write a line in meter including the word porcupine with an inverted metrical foot,"Amid the brush, there stands a porcupine.","Amid the brush, there stands a porcupine.",a MID the BRUSH there STANDS a POR cu PINE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
374,in meter,with an inverted metrical foot,pangolin,write a line in meter including the word pangolin with an inverted metrical foot,"A pangolin, through shadows, softly creeps.","A pangolin, through shadows, softly creeps.",a PAN go LIN through SHA.DOWS SOF tly CREEPS,-+-+-+++-+,-+-+-+++-+,0,0,1
375,in meter,with an inverted metrical foot,ocelot,write a line in meter including the word ocelot with an inverted metrical foot,"An ocelot, with grace, does softly tread.","An ocelot, with grace, does softly tread.",an O ce LOT with GRACE does SOF tly TREAD,-+-+-+-+-+,-+-+-+-+-+,0,0,1
376,in meter,with an inverted metrical foot,lemur,write a line in meter including the word lemur with an inverted metrical foot,Amid the shadows leaps the spry lemur.,Amid the shadows leaps the spry lemur.,a MID the SHA dows LEAPS the SPRY.LE mur,-+-+-+-++-,-+-+++-++-,2.0,2,3
377,in meter,with an inverted metrical foot,lemming,write a line in meter including the word lemming with an inverted metrical foot,Headlong the lemming dives from cliffs to sea.,Headlong the lemming dives from cliffs to sea.,hea DLONG the LEM ming DIVES from CLIFFS to SEA,-+-+-+-+-+,++-+-+-+-+,1.0,1,2
378,in meter,with an inverted metrical foot,otter,write a line in meter including the word otter with an inverted metrical foot,"Upon the stream, the otter sleek does glide.","Upon the stream, the otter sleek does glide.",u PON the STREAM the OT ter SLEEK does GLIDE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
379,in meter,with an inverted metrical foot,parrot,write a line in meter including the word parrot with an inverted metrical foot,"Upon the perch, the parrot shrieks at dawn.","Upon the perch, the parrot shrieks at dawn.",u PON the PERCH the PAR rot SHRIEKS at DAWN,-+-+-+-+-+,-+-+-+-+-+,0,0,1
380,in meter,with an inverted metrical foot,squirrel,write a line in meter including the word squirrel with an inverted metrical foot,A squirrel darts through tangled woods at dusk.,A squirrel darts through tangled woods at dusk.,a SQUIR rel DARTS through TAN gled WOODS at DUSK,-+-+-+-+-+,-+-+-+-+-+,0,0,1
